  1.35979996E+02  1.71800003E+01       1     640       1     720  9.77791870E+02  1.26000000E+05     949     662     950     660
  1.35779999E+02  1.72199993E+01       1     640       1     720  9.78063660E+02  1.29600000E+05     940     661     940     662
  1.35580002E+02  1.72799988E+01       1     640       1     720  9.78131958E+02  1.33200000E+05     930     665     930     665
  1.35360001E+02  1.72999992E+01       1     640       1     720  9.77986938E+02  1.36800000E+05     919     667     919     666
  1.35160004E+02  1.73400002E+01       1     640       1     720  9.77440552E+02  1.40400000E+05     910     668     909     668
  1.34979996E+02  1.73199997E+01       1     640       1     720  9.76811401E+02  1.44000000E+05     898     668     900     667
  1.34820007E+02  1.73199997E+01       1     640       1     720  9.76707031E+02  1.47600000E+05     892     663     892     667
  1.34679993E+02  1.73400002E+01       1     640       1     720  9.74983337E+02  1.51200000E+05     887     668     885     668
  1.34520004E+02  1.73600006E+01       1     640       1     720  9.73552917E+02  1.54800000E+05     876     671     877     669
  1.34380005E+02  1.74200001E+01       1     640       1     720  9.73164429E+02  1.58400000E+05     872     667     870     672
  1.34199997E+02  1.74599991E+01       1     640       1     720  9.72574280E+02  1.62000000E+05     860     676     861     674
  1.34000000E+02  1.75000000E+01       1     640       1     720  9.72407654E+02  1.65600000E+05     854     675     851     676
  1.33820007E+02  1.75000000E+01       1     640       1     720  9.71097839E+02  1.69200000E+05     839     674     842     676
  1.33679993E+02  1.75200005E+01       1     640       1     720  9.69987488E+02  1.72800000E+05     838     676     835     677
  1.33539993E+02  1.75799999E+01       1     640       1     720  9.67901550E+02  1.76400000E+05     829     679     828     680
  1.33399994E+02  1.76800003E+01       1     640       1     720  9.66490540E+02  1.80000000E+05     822     689     821     685
  1.33220001E+02  1.77999992E+01       1     640       1     720  9.65187927E+02  1.83600000E+05     820     692     812     691
  1.33000000E+02  1.78600006E+01       1     640       1     720  9.63610474E+02  1.87200000E+05     803     690     801     694
  1.32839996E+02  1.79399986E+01       1     640       1     720  9.62918945E+02  1.90800000E+05     788     695     793     698
  1.32660004E+02  1.80000000E+01       1     640       1     720  9.61488342E+02  1.94400000E+05     787     705     784     701
  1.32520004E+02  1.80799999E+01       1     640       1     720  9.59041748E+02  1.98000000E+05     779     701     777     705
  1.32380005E+02  1.81800003E+01       1     640       1     720  9.58269104E+02  2.01600000E+05     766     706     770     710
  1.32240005E+02  1.82799988E+01       1     640       1     720  9.56535522E+02  2.05200000E+05     759     715     763     715
  1.32080002E+02  1.83999996E+01       1     640       1     720  9.55696533E+02  2.08800000E+05     759     723     755     721
  1.31919998E+02  1.85200005E+01       1     640       1     720  9.53839050E+02  2.12400000E+05     749     723     747     727
  1.31740005E+02  1.86399994E+01       1     640       1     720  9.53457153E+02  2.16000000E+05     742     731     738     733
  1.31520004E+02  1.87399998E+01       1     640       1     720  9.52373047E+02  2.19600000E+05     725     736     727     738
  1.31339996E+02  1.88199997E+01       1     640       1     720  9.51235657E+02  2.23200000E+05     716     745     718     742
  1.31139999E+02  1.89200001E+01       1     640       1     720  9.50469299E+02  2.26800000E+05     710     750     708     747
  1.30960007E+02  1.89799995E+01       1     640       1     720  9.49439514E+02  2.30400000E+05     703     752     699     750
  1.30800003E+02  1.90599995E+01       1     640       1     720  9.48094727E+02  2.34000000E+05     694     755     691     754
  1.30660004E+02  1.90999985E+01       1     640       1     720  9.45524658E+02  2.37600000E+05     686     756     684     756
  1.30500000E+02  1.91800003E+01       1     640       1     720  9.44147034E+02  2.41200000E+05     677     757     676     760
  1.30339996E+02  1.92399998E+01       1     640       1     720  9.43536438E+02  2.44800000E+05     665     760     668     763
  1.30179993E+02  1.92799988E+01       1     640       1     720  9.42048157E+02  2.48400000E+05     658     762     660     765
  1.30039993E+02  1.93199997E+01       1     640       1     720  9.39976868E+02  2.52000000E+05     651     765     653     767
  1.29899994E+02  1.93600006E+01       1     640       1     720  9.39293030E+02  2.55600000E+05     644     767     646     769
  1.29740005E+02  1.93600006E+01       1     640       1     720  9.37567932E+02  2.59200000E+05     639     766     638     769
  1.29639999E+02  1.93600006E+01       1     640       1     720  9.35607605E+02  2.62800000E+05     636     767     633     769
  1.29559998E+02  1.93800011E+01       1     640       1     720  9.33594055E+02  2.66400000E+05     631     772     629     770
  1.29460007E+02  1.94200001E+01       1     640       1     720  9.31098328E+02  2.70000000E+05     623     774     624     772
  1.29380005E+02  1.94200001E+01       1     640       1     720  9.29739746E+02  2.73600000E+05     619     773     620     772
  1.29300003E+02  1.94799995E+01       1     640       1     720  9.27110657E+02  2.77200000E+05     618     773     616     775
  1.29199997E+02  1.95000000E+01       1     640       1     720  9.25387878E+02  2.80800000E+05     614     776     611     776
  1.29139999E+02  1.95200005E+01       1     640       1     720  9.23385071E+02  2.84400000E+05     608     776     608     777
  1.29080002E+02  1.95200005E+01       1     640       1     720  9.22263794E+02  2.88000000E+05     607     777     605     777
  1.29039993E+02  1.95400009E+01       1     640       1     720  9.21154724E+02  2.91600000E+05     604     778     603     778
  1.29000000E+02  1.95599995E+01       1     640       1     720  9.19646179E+02  2.95200000E+05     602     779     601     779
  1.28979996E+02  1.95599995E+01       1     640       1     720  9.17937256E+02  2.98800000E+05     600     779     600     779
  1.28979996E+02  1.95999985E+01       1     640       1     720  9.16783813E+02  3.02400000E+05     601     781     600     781
  1.28960007E+02  1.96599998E+01       1     640       1     720  9.15944763E+02  3.06000000E+05     599     785     599     784
  1.28919998E+02  1.97000008E+01       1     640       1     720  9.15138672E+02  3.09600000E+05     597     786     597     786
  1.28919998E+02  1.97399998E+01       1     640       1     720  9.14282715E+02  3.13200000E+05     598     787     597     788
  1.28960007E+02  1.97799988E+01       1     640       1     720  9.13411133E+02  3.16800000E+05     599     790     599     790
  1.28979996E+02  1.98999996E+01       1     640       1     720  9.12528442E+02  3.20400000E+05     600     796     600     796
  1.28940002E+02  1.99799995E+01       1     640       1     720  9.12532715E+02  3.24000000E+05     598     800     598     800
  1.28899994E+02  2.00399990E+01       1     640       1     720  9.13272461E+02  3.27600000E+05     596     803     596     803
  1.28880005E+02  2.00599995E+01       1     640       1     720  9.14011047E+02  3.31200000E+05     595     804     595     804
  1.28860001E+02  2.01000004E+01       1     640       1     720  9.15013550E+02  3.34800000E+05     594     806     594     806
  1.28839996E+02  2.01399994E+01       1     640       1     720  9.15862488E+02  3.38400000E+05     594     808     593     808
  1.28800003E+02  2.01999989E+01       1     640       1     720  9.16140930E+02  3.42000000E+05     592     812     591     811
  1.28779999E+02  2.02199993E+01       1     640       1     720  9.16992188E+02  3.45600000E+05     590     812     590     812
  1.28740005E+02  2.02799988E+01       1     640       1     720  9.18034302E+02  3.49200000E+05     588     814     588     815
  1.28679993E+02  2.02799988E+01       1     640       1     720  9.18487732E+02  3.52800000E+05     586     816     585     815
  1.28660004E+02  2.02999992E+01       1     640       1     720  9.18178589E+02  3.56400000E+05     584     817     584     816
  1.28660004E+02  2.03199997E+01       1     640       1     720  9.18992310E+02  3.60000000E+05     584     816     584     817
  1.28639999E+02  2.03799992E+01       1     640       1     720  9.18844055E+02  3.63600000E+05     584     821     583     820
  1.28619995E+02  2.03999996E+01       1     640       1     720  9.19222229E+02  3.67200000E+05     583     821     582     821
  1.28619995E+02  2.04200001E+01       1     640       1     720  9.20230164E+02  3.70800000E+05     582     822     582     822
  1.28679993E+02  2.04200001E+01       1     640       1     720  9.21034485E+02  3.74400000E+05     585     822     585     822
  1.28699997E+02  2.05000000E+01       1     640       1     720  9.21461182E+02  3.78000000E+05     587     827     586     826
  1.28720001E+02  2.05599995E+01       1     640       1     720  9.23173584E+02  3.81600000E+05     588     828     587     829
  1.28720001E+02  2.06199989E+01       1     640       1     720  9.23501648E+02  3.85200000E+05     586     832     587     832
  1.28699997E+02  2.06599998E+01       1     640       1     720  9.24166748E+02  3.88800000E+05     586     835     586     834
  1.28699997E+02  2.06999989E+01       1     640       1     720  9.24567627E+02  3.92400000E+05     585     836     586     836
  1.28679993E+02  2.07199993E+01       1     640       1     720  9.25503052E+02  3.96000000E+05     586     837     585     837
  1.28699997E+02  2.07399998E+01       1     640       1     720  9.25948547E+02  3.99600000E+05     586     837     586     838
  1.28720001E+02  2.07600002E+01       1     640       1     720  9.25824036E+02  4.03200000E+05     587     839     587     839
  1.28740005E+02  2.07799988E+01       1     640       1     720  9.26482178E+02  4.06800000E+05     587     840     588     840
  1.28800003E+02  2.07799988E+01       1     640       1     720  9.26995667E+02  4.10400000E+05     592     840     591     840
  1.28860001E+02  2.07999992E+01       1     640       1     720  9.27630005E+02  4.14000000E+05     595     840     594     841
  1.28919998E+02  2.08400002E+01       1     640       1     720  9.28582642E+02  4.17600000E+05     597     841     597     843
  1.28960007E+02  2.08799992E+01       1     640       1     720  9.29289978E+02  4.21200000E+05     597     845     599     845
  1.29000000E+02  2.08999996E+01       1     640       1     720  9.29793701E+02  4.24800000E+05     601     848     601     846
  1.29080002E+02  2.09599991E+01       1     640       1     720  9.29962219E+02  4.28400000E+05     606     849     605     849
  1.29080002E+02  2.10599995E+01       1     640       1     720  9.30380920E+02  4.32000000E+05     606     853     605     854
  1.29059998E+02  2.11199989E+01       1     640       1     720  9.30967712E+02  4.35600000E+05     603     856     604     857
  1.29059998E+02  2.11800003E+01       1     640       1     720  9.31602966E+02  4.39200000E+05     603     860     604     860
  1.29059998E+02  2.12399998E+01       1     640       1     720  9.31932251E+02  4.42800000E+05     604     863     604     863
  1.29039993E+02  2.12799988E+01       1     640       1     720  9.32247864E+02  4.46400000E+05     603     866     603     865
  1.29000000E+02  2.12999992E+01       1     640       1     720  9.32470459E+02  4.50000000E+05     602     865     601     866
  1.29020004E+02  2.13400002E+01       1     640       1     720  9.33185120E+02  4.53600000E+05     602     867     602     868
  1.29020004E+02  2.13799992E+01       1     640       1     720  9.33045471E+02  4.57200000E+05     602     870     602     870
  1.29039993E+02  2.13999996E+01       1     640       1     720  9.33090210E+02  4.60800000E+05     602     872     603     871
  1.29039993E+02  2.14400005E+01       1     640       1     720  9.33759521E+02  4.64400000E+05     603     873     603     873
  1.29020004E+02  2.14799995E+01       1     640       1     720  9.34772461E+02  4.68000000E+05     602     875     602     875
  1.28979996E+02  2.15000000E+01       1     640       1     720  9.35573975E+02  4.71600000E+05     599     876     600     876
  1.29000000E+02  2.14799995E+01       1     640       1     720  9.35875671E+02  4.75200000E+05     601     875     601     875
  1.29020004E+02  2.15399990E+01       1     640       1     720  9.36449036E+02  4.78800000E+05     603     878     602     878
  1.28979996E+02  2.15799999E+01       1     640       1     720  9.36689270E+02  4.82400000E+05     601     880     600     880
  1.28979996E+02  2.16199989E+01       1     640       1     720  9.36710815E+02  4.86000000E+05     600     881     600     882
  1.28940002E+02  2.16999989E+01       1     640       1     720  9.36622498E+02  4.89600000E+05     597     886     598     886
  1.28880005E+02  2.17199993E+01       1     640       1     720  9.36624695E+02  4.93200000E+05     594     887     595     887
  1.28880005E+02  2.17199993E+01       1     640       1     720  9.36722168E+02  4.96800000E+05     595     887     595     887
  1.28880005E+02  2.17600002E+01       1     640       1     720  9.36855652E+02  5.00400000E+05     595     889     595     889
  1.28860001E+02  2.17999992E+01       1     640       1     720  9.37300781E+02  5.04000000E+05     594     890     594     891
  1.28860001E+02  2.18400002E+01       1     640       1     720  9.37923157E+02  5.07600000E+05     594     892     594     893
  1.28839996E+02  2.18799992E+01       1     640       1     720  9.38408203E+02  5.11200000E+05     593     895     593     895
  1.28800003E+02  2.19200001E+01       1     640       1     720  9.39364441E+02  5.14800000E+05     591     897     591     897
  1.28759995E+02  2.19599991E+01       1     640       1     720  9.40192871E+02  5.18400000E+05     589     900     589     899
  1.28699997E+02  2.20000000E+01       1     640       1     720  9.40770203E+02  5.22000000E+05     586     901     586     901
  1.28639999E+02  2.20599995E+01       1     640       1     720  9.41148254E+02  5.25600000E+05     583     904     583     904
  1.28559998E+02  2.21000004E+01       1     640       1     720  9.40841248E+02  5.29200000E+05     579     906     579     906
  1.28500000E+02  2.21599998E+01       1     640       1     720  9.40907959E+02  5.32800000E+05     576     908     576     909
  1.28399994E+02  2.21999989E+01       1     640       1     720  9.41370422E+02  5.36400000E+05     571     911     571     911
  1.28339996E+02  2.22199993E+01       1     640       1     720  9.41948792E+02  5.40000000E+05     567     911     568     912
  1.28320007E+02  2.22600002E+01       1     640       1     720  9.42020935E+02  5.43600000E+05     566     913     567     914
  1.28259995E+02  2.23599987E+01       1     640       1     720  9.42144531E+02  5.47200000E+05     565     919     564     919
  1.28160004E+02  2.24599991E+01       1     640       1     720  9.42638733E+02  5.50800000E+05     560     923     559     924
  1.28080002E+02  2.25200005E+01       1     640       1     720  9.43287476E+02  5.54400000E+05     555     927     555     927
  1.28000000E+02  2.26199989E+01       1     640       1     720  9.44398193E+02  5.58000000E+05     551     932     551     932
  1.27879997E+02  2.27399998E+01       1     640       1     720  9.45556824E+02  5.61600000E+05     545     938     545     938
